_id,nome,descricao,categorias[0],categorias[1],categorias[2],faixa_preco,endereco.rua,endereco.numero,endereco.bairro,endereco.cidade,endereco.estado,endereco.cep,endereco.coordenadas[0],endereco.coordenadas[1],contato.telefone,contato.email,contato.site,horario_funcionamento[0].dia,horario_funcionamento[1].dia,horario_funcionamento[2].dia,horario_funcionamento[3].dia,horario_funcionamento[4].dia,horario_funcionamento[5].dia,horario_funcionamento[6].dia,horario_funcionamento[0].abertura,horario_funcionamento[1].abertura,horario_funcionamento[2].abertura,horario_funcionamento[3].abertura,horario_funcionamento[4].abertura,horario_funcionamento[5].abertura,horario_funcionamento[6].abertura,horario_funcionamento[0].fechamento,horario_funcionamento[1].fechamento,horario_funcionamento[2].fechamento,horario_funcionamento[3].fechamento,horario_funcionamento[4].fechamento,horario_funcionamento[5].fechamento,horario_funcionamento[6].fechamento,horario_funcionamento[0].fechado,horario_funcionamento[1].fechado,horario_funcionamento[2].fechado,horario_funcionamento[3].fechado,horario_funcionamento[4].fechado,horario_funcionamento[5].fechado,horario_funcionamento[6].fechado,fotos[0],fotos[1],avaliacao_media,total_avaliacoes,tempo_entrega_estimado.minimo,tempo_entrega_estimado.maximo,taxa_entrega,proprietario_id,data_cadastro,ultima_atualizacao,status,destaque
683d8d05c709d34c0311e497,McKenzie LLC Cantina,Cum candidus cibo eos atque cuius vinco pax sponte.,Hamburgueria,Vegetariana,,$$$,Cody Way,80023,Hancock County,Runolfsdottirfield,NE,75680-511,-163.0762,8.4506,581.913.6333 x936,isabel.stamm@gmail.com,https://failing-tenement.name,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,false,https://loremflickr.com/2031/1153/food?lock=2183794606738151,https://loremflickr.com/559/279/restaurant?lock=6415032994167150,3.480837049539806,197,24,48,1.7109589277747155,683d8d05c709d34c0311e31c,2025-02-08T03:58:39.720Z,2025-05-18T17:12:58.229Z,ativo,false
683d8d05c709d34c0311e4a2,"Crooks, Bergnaum and Bednar Cantina",Versus sustineo bibo confero odit terror ars vacuus conturbo.,Japonesa,Indiana,Mexicana,$$$,Oberbrunner Stravenue,79118,Greater Manchester,Fletcherland,MT,28867-130,-83.0726,-16.8234,208-759-7047 x966,zoe72@yahoo.com,https://earnest-deployment.info/,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,true,https://loremflickr.com/1105/758/food?lock=7760172410787062,https://loremflickr.com/1641/3907/restaurant?lock=1409999120213754,4.23866829446152,80,34,62,2.8216408101054813,683d8d05c709d34c0311e378,2023-03-23T15:23:57.998Z,2025-05-07T07:39:39.068Z,ativo,false
683d8d05c709d34c0311e4a4,Welch LLC Sushi Bar,Voco debitis tollo decet adfectus corrigo caelum.,Japonesa,Brasileira,,$$,Yundt Forks,93980,Lancashire,South Jake,GA,67092-295,80.6232,-56.7847,901-581-3679 x54797,otto_huels85@hotmail.com,https://steel-hospitalization.info/,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,false,https://loremflickr.com/2921/1132/food?lock=2934205387148008,https://loremflickr.com/3423/1881/restaurant?lock=7577601279731651,4.046327225610309,829,28,69,9.82101550159991,683d8d05c709d34c0311e46a,2023-02-10T04:38:13.618Z,2025-02-14T08:38:13.751Z,ativo,false
683d8d05c709d34c0311e4a7,"Kertzmann, Rippin and Mohr Grill",Turba sopor expedita molestiae adiuvo aiunt crastinus tot vobis capitulus.,Japonesa,Italiana,,$$$$,Gleichner Tunnel,479,Oxfordshire,Sauerborough,CA,44054-334,64.2931,35.6602,824.419.9363 x995,linda_little37@yahoo.com,https://informal-tool.biz/,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,true,false,false,false,false,false,false,https://loremflickr.com/749/645/food?lock=6498367219184144,https://loremflickr.com/3951/2286/restaurant?lock=3121875586463240,2.926958623587991,15,26,68,0.42906055797380493,683d8d05c709d34c0311e337,2024-11-06T17:20:23.527Z,2025-05-20T09:58:58.549Z,ativo,true
683d8d05c709d34c0311e478,"Dicki, Keebler and Dietrich Cantina",Theatrum amaritudo voveo copiose quos dicta contego allatus aeneus earum.,Mexicana,,,$$$$,Hoppe River,7401,Crawford County,Ravenstead,NE,78154-169,-21.535,-86.2459,(442) 444-6735,minerva.stroman@hotmail.com,https://well-documented-cinder.biz/,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,false,https://loremflickr.com/1164/2027/food?lock=2363820340299520,https://loremflickr.com/2085/2304/restaurant?lock=7140284234504849,4.12183334424407,889,28,54,7.3382139098547725,683d8d05c709d34c0311e31a,2022-12-06T16:00:40.896Z,2025-04-21T22:34:25.419Z,ativo,false
683d8d05c709d34c0311e47b,"Johnston, Schmidt and Corkery Sushi Bar",Accusator amicitia textilis.,Mexicana,Vegetariana,Hamburgueria,$$$,Heath Road,805,Kent,Jeanport,CO,93144-440,63.2737,-58.1208,843-640-1252 x8615,moses87@gmail.com,https://plump-waterspout.com/,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,false,https://loremflickr.com/215/241/food?lock=7318803145564117,https://loremflickr.com/1410/3583/restaurant?lock=6398741089199416,2.9599898664377853,431,24,67,1.7325038278777454,683d8d05c709d34c0311e2d8,2024-12-03T23:05:55.861Z,2025-03-16T02:36:41.031Z,inativo,false
683d8d05c709d34c0311e47d,Greenfelder and Sons Bistrô,Ventosus tabernus cena incidunt incidunt.,Hamburgueria,,,$,Nightingale Close,4342,Durham,Chesterfield,WV,35517-027,74.9046,-68.9841,596-457-8166 x8555,monica10@hotmail.com,https://enchanting-remark.info/,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,false,https://loremflickr.com/866/2185/food?lock=1475744507076908,https://loremflickr.com/1852/3621/restaurant?lock=5589658221079728,3.7661513953744543,533,32,69,14.290290297134117,683d8d05c709d34c0311e291,2024-02-04T19:05:44.994Z,2025-01-24T18:30:56.906Z,ativo,false
683d8d05c709d34c0311e483,Jast and Sons Bistrô,Creptio solum trado comparo sed spes tepesco adamo demoror aeternus.,Árabe,,,$$$,Cemetery Road,451,Cleveland,South Chadcester,NY,07264-895,133.3626,-48.7023,(565) 377-8315 x876,lizeth_hartmann40@yahoo.com,https://peaceful-lashes.name,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,false,https://loremflickr.com/3389/529/food?lock=3449887670967611,https://loremflickr.com/109/1467/restaurant?lock=290278905966246,4.856199598394838,274,23,51,6.084784027757006,683d8d05c709d34c0311e392,2024-01-08T23:21:00.383Z,2025-04-11T05:50:59.242Z,ativo,false
683d8d05c709d34c0311e484,"Toy, Bogisich and Homenick Cantina",Absconditus conventus demens crinis atrox adfero stipes venio conculco.,Chinesa,,,$$$,Woodside Road,472,Greater Manchester,Coachella,NE,81306-872,14.5426,-53.4741,(705) 521-8905,dora_rau87@yahoo.com,https://shiny-celsius.net/,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,false,https://loremflickr.com/1106/2768/food?lock=6211497659257624,https://loremflickr.com/1907/2766/restaurant?lock=5128527565906577,2.6190870948737652,66,20,66,13.801102766234736,683d8d05c709d34c0311e3b4,2022-06-09T23:45:34.451Z,2024-12-14T10:45:54.550Z,ativo,false
683d8d05c709d34c0311e48c,Wisoky Inc Cantina,Abundans voluptas arceo ademptio umquam attero temeritas delibero adinventitias.,Pizzaria,Hamburgueria,,$,The Meadows,477,Buckinghamshire,Port Liza,MS,77684-510,-103.9406,-24.9103,251-221-6287 x0880,glenna.lueilwitz79@yahoo.com,https://adolescent-ectoderm.com,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,false,https://loremflickr.com/1036/2164/food?lock=1548542989174321,https://loremflickr.com/2929/373/restaurant?lock=2568578405592135,4.810155638042071,543,29,55,14.83558425214975,683d8d05c709d34c0311e33b,2024-05-05T09:11:29.639Z,2025-03-01T14:03:30.099Z,ativo,false
683d8d05c709d34c0311e491,Gutmann LLC Sushi Bar,Cimentarius cohors admiratio arceo decens sint crapula tepidus.,Mexicana,Japonesa,Árabe,$$$,Cydney Fort,4949,Shropshire,North Mireillecester,IA,36713-025,139.3608,8.9947,997-847-5796 x25349,krystal.mcdermott-schmitt58@yahoo.com,https://obedient-loaf.name,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,true,false,false,false,false,false,false,https://loremflickr.com/3691/3115/food?lock=3630410245976733,https://loremflickr.com/1056/1230/restaurant?lock=1718416863876722,4.079040927039641,291,26,54,11.420053218014619,683d8d05c709d34c0311e2bc,2023-07-07T10:32:23.420Z,2025-05-14T19:23:35.549Z,ativo,false
683d8d05c709d34c0311e494,Koch - Thiel Sushi Bar,Earum amet blanditiis tego totidem crur.,Mexicana,,,$$$,Shields Oval,146,Staffordshire,South Judd,CT,89975-706,126.4399,-33.6298,860-560-7173 x360,bailee_rempel@yahoo.com,https://pale-remark.info,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,true,false,false,false,false,false,true,https://loremflickr.com/1648/3679/food?lock=6827328375721312,https://loremflickr.com/1060/764/restaurant?lock=3578534814737399,4.029241264976511,623,25,60,0.511797002811693,683d8d05c709d34c0311e46b,2022-11-13T03:48:12.659Z,2024-12-12T23:13:56.624Z,inativo,false
683d8d05c709d34c0311e496,Lueilwitz - Hartmann Sushi Bar,Arbustum sui canto communis calco comparo.,Brasileira,Pizzaria,Italiana,$,Allen Haven,6881,Hancock County,Lake Ciceroshire,ID,33958-121,-36.7119,64.0347,(587) 929-8261,newton_ward87@gmail.com,https://biodegradable-schnitzel.info/,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,true,https://loremflickr.com/3805/375/food?lock=40625065169427,https://loremflickr.com/2652/2806/restaurant?lock=4109038117586675,4.0078670474084195,674,25,69,5.232509877339415,683d8d05c709d34c0311e446,2025-01-04T05:53:20.435Z,2025-04-07T19:20:00.151Z,ativo,false
683d8d05c709d34c0311e499,Schamberger LLC Restaurante,Vester vitiosus pecco est consequatur ambulo demoror.,Hamburgueria,,,$,Church Lane,91073,Montgomery County,Sauerland,CA,79374-261,85.2019,-84.0027,(361) 782-3018,isom.balistreri@yahoo.com,https://measly-integer.info,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,false,https://loremflickr.com/2448/1891/food?lock=6908299224859900,https://loremflickr.com/750/1347/restaurant?lock=2764369686318515,4.579474126571335,209,39,67,3.2541839384852262,683d8d05c709d34c0311e337,2025-04-16T22:18:49.553Z,2024-12-30T12:13:30.821Z,ativo,false
683d8d05c709d34c0311e49d,Bogisich LLC Bistrô,Adhaero decipio tener verus adiuvo.,Vegetariana,Japonesa,Pizzaria,$$,Lera Flats,2747,South Glamorgan,Aliyahtown,NJ,65971-040,-125.8624,-83.894,933.490.1599 x539,lexus29@gmail.com,https://extra-large-dulcimer.net,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,true,https://loremflickr.com/1702/3412/food?lock=7396990136195862,https://loremflickr.com/1139/1486/restaurant?lock=5239450506782965,2.6894870347647224,522,35,50,1.9909066525070351,683d8d05c709d34c0311e377,2024-09-09T08:24:39.363Z,2025-04-12T12:13:29.836Z,ativo,false
683d8d05c709d34c0311e49e,Cormier LLC Bistrô,Concido defero venio.,Vegetariana,Japonesa,,$$$,Rory Points,2011,West Glamorgan,Lednerfurt,TN,54117-443,52.9077,72.8026,(905) 274-0947 x21194,joshuah.herzog@hotmail.com,https://instructive-granny.net,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,true,https://loremflickr.com/2743/1904/food?lock=8790474869711180,https://loremflickr.com/1291/552/restaurant?lock=3883925164794303,3.4793980646076994,360,23,51,8.21342254049402,683d8d05c709d34c0311e41d,2024-05-23T09:26:36.755Z,2025-04-03T20:46:43.888Z,ativo,true
683d8d05c709d34c0311e49f,Powlowski - Gutkowski Grill,Creptio degenero tabernus esse campana aro voro spiritus cura.,Pizzaria,,,$,Arnaldo Oval,80466,Hamilton County,Kuhlmanview,CT,96047-691,129.0923,24.911,843.569.4933 x1821,odessa25@hotmail.com,https://red-fax.net/,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,false,https://loremflickr.com/1537/1596/food?lock=8032736448251019,https://loremflickr.com/3384/55/restaurant?lock=6773875656186184,3.433714580414356,976,25,45,10.16644558405035,683d8d05c709d34c0311e39e,2024-05-31T04:12:46.985Z,2025-03-15T08:10:07.482Z,ativo,false
683d8d05c709d34c0311e4a0,"DuBuque, Pouros and Rohan Restaurante",Aestivus sordeo angustus acceptus avarus verus.,Brasileira,Mexicana,Hamburgueria,$,Breana Walk,20089,Hertfordshire,Bothell,ID,77988-727,112.9253,88.469,(484) 211-8955 x91523,izaiah.conroy76@hotmail.com,https://early-dream.info,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,false,https://loremflickr.com/1081/1603/food?lock=6461060844044373,https://loremflickr.com/2841/1526/restaurant?lock=2669650342185491,4.996437781681022,922,30,56,2.488433549193923,683d8d05c709d34c0311e319,2023-08-12T16:55:07.604Z,2025-05-12T11:45:28.687Z,inativo,true
683d8d05c709d34c0311e4a3,Schinner - Schuster Bistrô,Bos denuncio adipiscor aliquam.,Mexicana,Chinesa,Vegetariana,$,Cummings Forks,8455,Monroe County,North Brettburgh,ND,41757-343,-172.4362,-57.532,900-923-2435 x7841,lewis_bayer71@hotmail.com,https://oblong-cauliflower.org/,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,false,https://loremflickr.com/400/3013/food?lock=8029863274464608,https://loremflickr.com/1286/3709/restaurant?lock=2057840770184990,2.823242669648664,754,32,57,13.90825563119897,683d8d05c709d34c0311e285,2024-11-14T00:56:47.129Z,2025-05-09T09:54:42.532Z,ativo,true
683d8d05c709d34c0311e4a5,Hermiston Group Restaurante,Cariosus subito temeritas vulgus spero in.,Indiana,Pizzaria,Mexicana,$$$$,Jacobs Canyon,4347,Surrey,Aidenstad,ME,70369-359,165.6721,-62.9519,1-257-631-1679 x943,hassie54@gmail.com,https://caring-heartache.net,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,false,https://loremflickr.com/209/3522/food?lock=8775127091465557,https://loremflickr.com/2208/3316/restaurant?lock=2042885009473369,4.251342799157876,901,39,47,9.611112560727237,683d8d05c709d34c0311e332,2024-08-17T03:57:12.932Z,2025-01-15T10:37:24.220Z,inativo,false
683d8d05c709d34c0311e477,"Klocko, Carroll and Barton Cantina",Harum cornu adiuvo occaecati conduco basium terra ad viridis tempore.,Árabe,,,$$$,Lolita Land,967,Grampian,South Lindseyborough,ID,39283-090,-48.8575,25.9358,439.810.2431 x02856,gail.corkery9@yahoo.com,https://murky-juggernaut.biz,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,true,https://loremflickr.com/1019/2099/food?lock=2181477399623668,https://loremflickr.com/1347/2745/restaurant?lock=6790419488658328,2.6694050674133796,976,31,51,14.40323508700535,683d8d05c709d34c0311e309,2022-09-16T00:51:49.183Z,2025-05-20T13:49:48.201Z,ativo,true
683d8d05c709d34c0311e47a,Von Group Sushi Bar,Colligo suscipio deleo color.,Italiana,Chinesa,,$$,Kilback Course,791,Washington County,New Rebekah,KS,27521-116,129.4918,8.2412,1-498-461-5418,berniece45@hotmail.com,https://gray-lyre.net/,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,true,https://loremflickr.com/3072/3834/food?lock=4353781022498553,https://loremflickr.com/2351/1758/restaurant?lock=2888473119318427,3.9171790010179652,513,36,52,9.98321746527837,683d8d05c709d34c0311e3bd,2024-06-27T13:33:46.941Z,2025-04-05T01:00:13.827Z,inativo,false
683d8d05c709d34c0311e47c,"Price, Reichert and Kiehn Cantina",Adficio aestas cunctatio vester odit adiuvo tabernus cetera conturbo cohaero.,Mexicana,Italiana,,$$$,E 12th Street,6597,Clwyd,Juneville,NY,33396-091,43.9331,83.7643,(682) 774-3595 x373,darby.waters57@hotmail.com,https://peppery-bob.org/,segunda,terça,quarta,quinta,sexta,sábado,domingo,11:30,11:30,11:30,11:30,11:30,12:00,12:00,22:00,22:00,22:00,23:00,23:30,23:30,21:00,false,false,false,false,false,false,false,https://loremflickr.com/2362/330/food?lock=459610352331951,https://loremflickr.com/189/1324/restaurant?lock=7115902485304500,3.7494709321396664,495,33,59,3.7706001211062485,683d8d05c709d34c0311e2b0,2022-06-29T09:40:04.840Z,2025-03-30T20:38:50.545Z,ativo,false
