_id,restaurante_id,cardapio_id,nome,descricao,categoria,preco,fotos[0],ingredientes[0],ingredientes[1],ingredientes[2],ingredientes[3],ingredientes[4],ingredientes[5],ingredientes[6],ingredientes[7],informacoes_nutricionais.calorias,informacoes_nutricionais.proteinas,informacoes_nutricionais.carboidratos,informacoes_nutricionais.gorduras,opcoes_dieteticas[0],opcoes_dieteticas[1],destaque,promocao.ativo,promocao.preco_promocional,promocao.validade,disponivel,tempo_preparo,avaliacao_media,total_avaliacoes,data_criacao,ultima_atualizacao,alergenos[0],alergenos[1],alergenos[2]
683d8d05c709d34c0311e50d,683d8d05c709d34c0311e47a,683d8d05c709d34c0311e4ac,Rustic Plastic Soap,Truculenter torrens canonicus demonstro audeo derideo cras totus numquam virga. Subiungo trepide possimus capto quo umquam animus odit quas. Clarus triumphus thorax.,Acompanhamento,116.94201458027467,https://loremflickr.com/3704/3141/food?lock=1366833111657335,deinde,tot,tergum,aestas,vinitor,,,,1130,69,70,21,,,false,false,115.74371055854645,2025-07-09T02:38:02.178Z,true,34,3.874651714805605,122,2024-12-30T23:14:13.172Z,2025-02-08T21:40:14.097Z,soja,amendoim,
683d8d05c709d34c0311e511,683d8d05c709d34c0311e47a,683d8d05c709d34c0311e4ac,Awesome Bamboo Ball,Adsuesco convoco voluptate tergo varietas argumentum. Autus aperte uxor caput tantum. Harum benevolentia suppellex agnitio arbitro subvenio decumbo termes victus.,Prato Principal,120.05069597804861,https://loremflickr.com/3509/3203/food?lock=8136626750631609,thorax,sollicito,deludo,crebro,assentator,accusantium,,,184,16,28,40,,,true,false,47.71736662263888,2025-11-16T14:02:12.003Z,true,36,3.300759946987963,3,2025-01-19T18:49:01.921Z,2025-04-09T12:28:06.978Z,frutos do mar,glúten,
683d8d05c709d34c0311e514,683d8d05c709d34c0311e47a,683d8d05c709d34c0311e4ac,Refined Aluminum Gloves,Pauci quasi aedificium animi tracto quo absens. Spiritus valens adfectus. Cedo stella tenetur averto astrum accusator clam teneo ver.,Sobremesa,32.022517852375174,https://loremflickr.com/1045/260/food?lock=2492676823773681,tamdiu,demonstro,civitas,sto,expedita,,,,712,79,104,66,vegetariano,sem glúten,true,false,12.27072637674798,2025-08-29T11:25:20.523Z,true,34,4.24520812831067,179,2023-06-14T22:00:06.819Z,2025-05-16T13:13:57.485Z,glúten,,
683d8d05c709d34c0311e517,683d8d05c709d34c0311e47a,683d8d05c709d34c0311e4ac,Ergonomic Plastic Bike,Depono vulgivagus amicitia acies eius cauda. Defluo patria nesciunt explicabo dedico commemoro copia dolor vulgus. Coerceo cilicium creator addo attollo tabgo unde.,Prato Principal,128.20500389300454,https://loremflickr.com/532/3479/food?lock=7267635955377330,verus,colligo,cribro,adeptio,,,,,1110,39,118,70,vegetariano,,false,false,7.989141252523497,2025-11-30T22:15:45.896Z,true,12,3.0195778829224795,264,2023-07-11T11:00:04.066Z,2025-03-04T20:11:42.671Z,,,
683d8d05c709d34c0311e518,683d8d05c709d34c0311e47a,683d8d05c709d34c0311e4ac,Rustic Marble Pants,Varius vulgivagus confero alienus bibo. Textor comprehendo umerus. Crustulum arca catena tener vomito tremo tabella cinis uter titulus.,Entrada,145.97552881287746,https://loremflickr.com/3627/2687/food?lock=8845407313385998,utilis,tempora,denuo,cunae,,,,,335,13,93,26,,,false,false,56.20982627523009,2025-10-09T11:56:54.159Z,true,6,4.254184242663811,180,2023-09-05T16:30:26.268Z,2025-03-10T12:03:43.349Z,lactose,,
683d8d05c709d34c0311e51c,683d8d05c709d34c0311e47a,683d8d05c709d34c0311e4ac,Refined Bronze Pants,Conscendo accommodo velit admiratio verbum. Id celer tribuo umquam urbanus cattus. Sonitus calamitas torrens reprehenderit.,Entrada,140.99140333040242,https://loremflickr.com/1487/1681/food?lock=6175684795046725,tero,ocer,coerceo,tollo,subseco,placeat,beneficium,,1188,58,54,22,vegano,,false,true,10.629771859146476,2025-09-28T11:39:11.593Z,true,36,4.387889933282818,165,2025-05-02T19:23:09.559Z,2025-02-13T03:10:56.715Z,amendoim,glúten,
683d8d05c709d34c0311e51d,683d8d05c709d34c0311e47a,683d8d05c709d34c0311e4ac,Luxurious Granite Chicken,Vulpes uterque blandior caput molestias coerceo vilitas adicio omnis. Caterva accusator veritatis umerus vir eveniet dolore. Sophismata natus torqueo ulciscor.,Prato Principal,16.76235553618187,https://loremflickr.com/2485/968/food?lock=7541451000633733,demoror,ab,corpus,,,,,,907,20,150,17,vegano,sem glúten,true,false,19.728017156414985,2025-11-21T04:33:40.331Z,true,40,3.2231516868874914,212,2025-01-24T00:06:59.860Z,2025-05-01T15:44:24.177Z,amendoim,,
683d8d05c709d34c0311e51e,683d8d05c709d34c0311e47a,683d8d05c709d34c0311e4ac,Incredible Silk Sausages,Turbo caries solum demergo spero auditor. Soluta voluntarius umquam inflammatio adversus valetudo. Adopto claudeo voluptas acsi adicio corpus.,Prato Principal,135.8580029275127,https://loremflickr.com/3499/2020/food?lock=8128062295660614,aedificium,ambulo,perspiciatis,suffoco,studio,volaticus,trans,adimpleo,647,58,128,22,,,false,false,81.40030266972799,2025-06-29T01:51:07.243Z,true,9,3.24548428947847,128,2024-10-08T10:17:46.568Z,2025-05-25T10:35:46.997Z,soja,,
683d8d05c709d34c0311e529,683d8d05c709d34c0311e47b,683d8d05c709d34c0311e4ad,Awesome Granite Gloves,Cinis thalassinus excepturi cinis amplexus. Thema tersus conor comparo magnam. Studio capillus clamo clamo exercitationem cito cultura demitto.,Acompanhamento,35.51126227457834,https://loremflickr.com/1837/2677/food?lock=9005254989117920,assumenda,vestrum,baiulus,victoria,,,,,442,20,30,30,vegetariano,vegano,false,true,25.824332802409984,2025-06-15T04:13:20.523Z,true,25,3.5243893711036005,183,2025-04-12T21:07:00.516Z,2025-04-02T16:57:42.760Z,,,
683d8d05c709d34c0311e53b,683d8d05c709d34c0311e47c,683d8d05c709d34c0311e4ae,Licensed Bamboo Chips,Ustulo umerus urbs aureus degenero vulgo conservo. Aro voluptas avarus vinitor eius adipisci arguo acervus. Totus crudelis concedo molestias conicio.,Entrada,19.597537628471372,https://loremflickr.com/2800/833/food?lock=3617725473521988,comis,desipio,vacuus,tribuo,comburo,abundans,varietas,adulatio,1089,50,101,32,sem glúten,,true,false,84.98545382496386,2025-11-30T22:04:21.175Z,true,15,2.5512881690281715,229,2024-04-04T18:46:28.395Z,2025-02-19T16:28:23.673Z,lactose,soja,
683d8d05c709d34c0311e540,683d8d05c709d34c0311e47c,683d8d05c709d34c0311e4ae,Ergonomic Steel Pizza,Quis patria in tollo viriliter defluo. Attero tertius dolore quae. Beatus adduco minus.,Entrada,85.58036568709086,https://loremflickr.com/2411/2392/food?lock=6274775135321294,aggero,vetus,nobis,crapula,,,,,380,28,105,9,vegetariano,sem glúten,false,false,51.44870386249182,2025-11-19T23:32:35.158Z,true,20,4.066032534506915,223,2024-08-27T10:11:22.309Z,2025-03-14T21:46:09.052Z,ovos,frutos do mar,amendoim
683d8d05c709d34c0311e542,683d8d05c709d34c0311e47c,683d8d05c709d34c0311e4ae,Unbranded Aluminum Pizza,Cultellus provident rerum tersus tyrannus accendo. Corrigo amplitudo vociferor. Cum baiulus tumultus textus arcus tubineus ultra.,Prato Principal,30.302266417121896,https://loremflickr.com/1684/1001/food?lock=330727875654678,caput,at,ducimus,fuga,deleo,ullam,,,1193,66,70,86,vegano,vegetariano,false,false,54.510270327207024,2025-11-25T09:17:22.776Z,true,20,2.9302982999501563,44,2024-05-14T17:54:33.876Z,2025-04-22T23:30:56.724Z,ovos,lactose,
683d8d05c709d34c0311e543,683d8d05c709d34c0311e47c,683d8d05c709d34c0311e4ae,Fantastic Silk Shirt,Omnis dapifer villa est adeo delectatio terminatio asperiores aro cauda. Celo curo dolorem vallum thorax aduro adulatio surculus. Synagoga calculus censura tenax addo cupressus ipsam.,Acompanhamento,101.40815610803591,https://loremflickr.com/2441/903/food?lock=2263070497524079,aliqua,tempore,acsi,coaegresco,compello,,,,849,22,107,16,,,false,false,19.168650711741662,2025-07-15T16:23:13.078Z,true,15,2.460945991405949,190,2023-06-30T20:37:34.427Z,2025-05-27T23:42:47.170Z,,,
683d8d05c709d34c0311e547,683d8d05c709d34c0311e47d,683d8d05c709d34c0311e4af,Intelligent Plastic Mouse,Communis dolores sto cornu surculus adficio terebro sumptus decumbo versus. Caput ustilo curo ipsa absconditus tenetur vomer tametsi audeo vos. Ter saepe amissio sto cunae adstringo tergo.,Bebida,22.016884622680507,https://loremflickr.com/14/1148/food?lock=1856204993054099,curso,tonsor,ulciscor,aut,,,,,1175,61,120,32,,,true,false,9.837635184260591,2025-07-02T03:38:18.555Z,true,28,4.251005033363551,78,2023-09-14T02:33:34.594Z,2025-04-17T09:21:33.455Z,,,
683d8d05c709d34c0311e54a,683d8d05c709d34c0311e47d,683d8d05c709d34c0311e4af,Handcrafted Cotton Gloves,Centum vomica aestus clam aufero subnecto ulterius contego. Sequi cunabula accusamus usus amitto. Arx communis harum bibo cedo amplitudo curatio.,Bebida,115.95196400726074,https://loremflickr.com/335/2388/food?lock=7483886198291557,concedo,quasi,patruus,,,,,,662,38,79,53,vegetariano,,false,false,92.48010733155134,2025-09-17T21:02:36.591Z,true,7,4.710796802651197,188,2025-01-18T03:49:12.593Z,2025-02-10T10:55:56.774Z,lactose,ovos,frutos do mar
683d8d05c709d34c0311e54c,683d8d05c709d34c0311e47d,683d8d05c709d34c0311e4af,Fantastic Metal Hat,Cohibeo blandior accendo uxor demulceo canto. Spero abduco depromo venia. Utpote vinitor aveho.,Sobremesa,130.19895918585559,https://loremflickr.com/1908/272/food?lock=3091763607008043,apostolus,aeternus,degenero,casus,,,,,1084,65,68,17,vegetariano,,false,false,36.92690862352013,2025-07-10T21:14:04.745Z,true,22,2.9117779921155975,86,2025-04-25T15:15:33.180Z,2025-05-13T11:55:34.411Z,glúten,ovos,frutos do mar
683d8d05c709d34c0311e54e,683d8d05c709d34c0311e47d,683d8d05c709d34c0311e4af,Ergonomic Bronze Sausages,Tametsi custodia tenus virgo vir ambulo adopto culpo ver. Verbum sit baiulus casus. Sumptus tandem tumultus sono.,Bebida,99.62702451596448,https://loremflickr.com/2206/3702/food?lock=6724365827589973,acies,averto,a,aperte,balbus,tenuis,,,267,59,114,71,sem glúten,,false,false,73.31695974456511,2025-10-30T00:58:47.946Z,true,41,3.9627830019437265,98,2024-11-25T12:21:36.019Z,2025-04-06T12:16:58.945Z,glúten,amendoim,soja
683d8d05c709d34c0311e553,683d8d05c709d34c0311e47d,683d8d05c709d34c0311e4af,Tasty Metal Towels,Carus pecto conduco voluptate. Tum virga varius addo bibo. Tenus sit nam utrimque aliqua.,Bebida,137.35801012339724,https://loremflickr.com/1695/1970/food?lock=6475458124861430,corroboro,amo,sponte,cena,adsidue,,,,929,16,53,26,vegano,,false,false,23.41744443460719,2025-08-27T14:30:53.710Z,true,33,2.510173689579286,23,2023-07-20T00:09:48.256Z,2025-02-19T03:19:24.560Z,,,
683d8d05c709d34c0311e555,683d8d05c709d34c0311e47d,683d8d05c709d34c0311e4af,Elegant Silk Ball,Depromo virgo tripudio aveho a ait. Capio repudiandae decipio coadunatio velociter conventus. Mollitia pel bonus cito ullus tamisium vita vere aegre.,Sobremesa,110.57458170994315,https://loremflickr.com/3910/244/food?lock=760056258692919,constans,eius,decretum,undique,adinventitias,,,,984,20,80,7,vegetariano,,false,false,84.81641972698989,2025-08-22T08:52:33.061Z,true,44,2.672926087720008,268,2024-12-29T22:46:19.416Z,2025-03-11T01:42:12.078Z,soja,,
683d8d05c709d34c0311e557,683d8d05c709d34c0311e47d,683d8d05c709d34c0311e4af,Awesome Steel Chips,Admiratio unde vetus. Capto vero acer solus reiciendis vigilo vulnero volva cunabula concedo. Thalassinus deripio tersus deporto enim cenaculum cicuta inflammatio vergo spes.,Prato Principal,85.8380977981417,https://loremflickr.com/3209/739/food?lock=765304527472160,depereo,crinis,auxilium,comparo,velut,comis,aufero,,514,33,96,10,vegetariano,,false,false,30.443203562229943,2025-06-23T08:40:13.571Z,true,14,4.776196273647576,256,2025-01-03T04:29:25.642Z,2025-02-22T07:20:40.609Z,ovos,glúten,lactose
683d8d05c709d34c0311e55c,683d8d05c709d34c0311e47e,683d8d05c709d34c0311e4b0,Handcrafted Silk Ball,Sub vinitor auctor cattus pecto defero vulnero quibusdam coaegresco. Amo trado articulus tredecim. Desino caecus caterva bis armarium sollers odit.,Prato Principal,32.664469724497856,https://loremflickr.com/2240/3853/food?lock=2454807948824393,curto,avaritia,curis,ascisco,aeger,vulnero,collum,auxilium,640,15,82,75,,,false,false,75.45055813655777,2025-09-17T05:26:08.934Z,true,23,3.6168502322272094,22,2025-01-30T23:40:56.540Z,2025-04-14T00:47:35.127Z,,,
683d8d05c709d34c0311e562,683d8d05c709d34c0311e47e,683d8d05c709d34c0311e4b0,Fresh Silk Bike,Surgo apto acer suppellex thymbra arbor verumtamen degenero socius laboriosam. Bibo carcer carcer tero. Vigor sufficio cornu nulla demo pauper adhaero appositus defendo.,Prato Principal,91.76966121287792,https://loremflickr.com/3245/1303/food?lock=7435948334573871,artificiose,contigo,patruus,vaco,sumptus,stabilis,adeptio,,684,67,150,87,,,true,false,23.9466903264141,2025-07-26T16:25:12.626Z,true,10,3.6610460074599955,128,2023-10-15T14:01:29.748Z,2025-04-24T15:06:00.946Z,lactose,ovos,frutos do mar
683d8d05c709d34c0311e566,683d8d05c709d34c0311e47e,683d8d05c709d34c0311e4b0,Fresh Rubber Sausages,Vulnus annus combibo custodia tredecim corrumpo. Iste adulescens vilitas acidus omnis. Varius defungo assentator patrocinor eum.,Sobremesa,96.1869265861816,https://loremflickr.com/3021/1194/food?lock=6118418029533589,quisquam,deporto,audentia,tergeo,,,,,656,73,140,70,,,false,false,28.44484186302595,2025-09-25T18:59:12.889Z,true,27,4.443882954469675,247,2023-10-06T16:07:31.753Z,2025-05-25T13:53:14.048Z,ovos,lactose,
683d8d05c709d34c0311e568,683d8d05c709d34c0311e47e,683d8d05c709d34c0311e4b0,Fantastic Rubber Tuna,Vero aedificium confugo approbo sit usitas vesper. Itaque depromo arma spargo defessus sol thymbra tantum. Amplexus verto praesentium tardus stips usus thorax deprecator decerno.,Entrada,80.14768743126339,https://loremflickr.com/1342/2670/food?lock=492980867330845,ustilo,aegre,thalassinus,civitas,iste,conscendo,vulgaris,,364,54,106,83,,,false,true,42.83707072412435,2025-08-06T17:02:53.451Z,true,24,3.6279979651774266,111,2023-09-15T21:48:16.053Z,2025-05-29T10:11:47.291Z,glúten,soja,
683d8d05c709d34c0311e56d,683d8d05c709d34c0311e47f,683d8d05c709d34c0311e4b1,Small Gold Fish,Defaeco studio timor. Vitae alioqui eum carmen bestia architecto stips ventito sit delectus. Tribuo desidero cubo ascit careo praesentium curvo amiculum sequi.,Prato Principal,10.798157748366531,https://loremflickr.com/1199/108/food?lock=8355960477942353,aliqua,appello,vesco,sperno,titulus,,,,409,77,38,59,sem glúten,vegano,true,true,56.540751210784315,2025-11-21T18:29:49.256Z,true,29,4.796976146451714,231,2024-04-04T16:59:13.708Z,2025-02-12T20:18:50.902Z,lactose,soja,
683d8d05c709d34c0311e571,683d8d05c709d34c0311e47f,683d8d05c709d34c0311e4b1,Sleek Cotton Shoes,Similique nesciunt aufero tubineus tandem. Esse aeneus excepturi tam assentator benigne. Degusto aegrus eligendi tendo depulso abduco inventore.,Bebida,140.28174714158217,https://loremflickr.com/613/1702/food?lock=3575343485859293,utor,victoria,cupressus,somnus,laboriosam,peior,creator,,504,54,142,72,,,false,false,47.259536818969075,2025-08-26T00:01:27.542Z,true,10,4.969778169266112,148,2024-08-17T06:31:03.417Z,2025-05-30T13:53:26.239Z,,,
683d8d05c709d34c0311e573,683d8d05c709d34c0311e47f,683d8d05c709d34c0311e4b1,Refined Granite Car,Odit suus delectatio candidus quae cruciamentum defluo stella. Alienus speciosus una terra triduana tergo. Curtus dolores est vinco triduana utpote acidus vulgivagus.,Bebida,133.31349822920293,https://loremflickr.com/1657/1367/food?lock=3354666855351928,demoror,tardus,catena,,,,,,1161,50,21,59,vegano,,false,false,92.07345318005027,2025-07-24T00:43:35.666Z,true,18,3.7752182645557397,300,2024-08-08T23:58:48.886Z,2025-02-14T14:56:13.495Z,frutos do mar,glúten,
683d8d05c709d34c0311e575,683d8d05c709d34c0311e47f,683d8d05c709d34c0311e4b1,Elegant Bronze Fish,Audio vociferor sed textilis supplanto cavus desipio victoria delego demonstro. Avarus video degero conor corrigo deripio tardus dolores suscipit capto. Bellicus vorax temeritas.,Sobremesa,30.943929378577817,https://loremflickr.com/3066/2090/food?lock=1944250149327557,tardus,audio,ubi,voluptate,nulla,nihil,administratio,tam,139,36,72,29,vegano,sem glúten,false,false,25.852921787541646,2025-06-22T07:40:37.319Z,true,31,2.8520821749204304,80,2025-01-23T18:57:49.542Z,2025-03-20T23:03:49.803Z,amendoim,lactose,glúten
683d8d05c709d34c0311e579,683d8d05c709d34c0311e47f,683d8d05c709d34c0311e4b1,Handcrafted Rubber Salad,Vicissitudo baiulus tabgo fuga cum odio cattus vinitor id. Cena communis patria comprehendo bellicus tristis caries terra varius. Ter vilis confero.,Acompanhamento,73.83302833197973,https://loremflickr.com/1577/3409/food?lock=3505494796459913,harum,deputo,voro,,,,,,448,23,91,55,vegetariano,vegano,false,false,103.33703936123622,2025-11-04T23:14:08.072Z,true,26,2.7939431381631685,141,2024-05-13T08:35:55.497Z,2025-05-17T10:06:00.231Z,frutos do mar,,
683d8d05c709d34c0311e57a,683d8d05c709d34c0311e47f,683d8d05c709d34c0311e4b1,Ergonomic Wooden Chair,Verto sunt solitudo asperiores ulterius. Textilis aspernatur caveo. Supra despecto deporto barba vorago advoco certus.,Entrada,130.52928782760065,https://loremflickr.com/2953/1563/food?lock=6012481456238470,apud,contabesco,solum,cui,minus,comes,arbor,amoveo,406,55,139,65,,,false,false,91.66739799261042,2025-06-24T02:49:30.916Z,true,44,2.568019216206997,35,2025-02-23T07:38:01.827Z,2025-04-20T02:38:49.702Z,soja,ovos,lactose
683d8d05c709d34c0311e57b,683d8d05c709d34c0311e47f,683d8d05c709d34c0311e4b1,Awesome Bronze Shirt,Desino acies adsuesco. Ventus stultus tredecim cubicularis cursim apparatus arguo viscus voluptatibus. Teneo ara defero caecus a tollo audax amissio tamdiu thermae.,Entrada,68.10497757795642,https://loremflickr.com/3882/490/food?lock=1513712324334724,voluptates,cogito,dignissimos,vereor,coniecto,,,,615,15,123,84,,,false,true,113.98619068688085,2025-09-18T10:16:50.083Z,true,36,2.5953475639105856,97,2024-06-10T23:01:53.210Z,2025-04-16T13:56:04.362Z,soja,,
683d8d05c709d34c0311e582,683d8d05c709d34c0311e47f,683d8d05c709d34c0311e4b1,Elegant Bronze Gloves,Textor solio dolor triumphus subito. Utpote cubo molestias. Adversus adiuvo aspicio sumptus aiunt.,Acompanhamento,56.37531413403483,https://loremflickr.com/3932/657/food?lock=8538695071033227,suus,umbra,contego,vir,thema,at,cogo,,509,79,101,69,vegetariano,,false,false,22.76102157240502,2025-09-12T23:55:17.439Z,true,13,4.957897160094651,23,2024-06-22T00:19:51.173Z,2025-05-23T03:50:31.307Z,,,
683d8d05c709d34c0311e589,683d8d05c709d34c0311e480,683d8d05c709d34c0311e4b2,Small Plastic Shirt,Causa sordeo vinculum avaritia timidus conturbo admiratio cognomen culpa turba. Bibo volup suasoria. Theca vobis amet defero viridis apparatus occaecati arma a.,Entrada,19.43973824761972,https://loremflickr.com/1567/572/food?lock=2038410681041803,attonbitus,amoveo,cum,,,,,,802,35,22,62,vegano,,false,false,45.87498620025874,2025-09-21T11:07:34.065Z,true,22,3.847897641123197,279,2024-07-25T06:10:44.215Z,2025-02-24T10:50:13.414Z,glúten,frutos do mar,
683d8d05c709d34c0311e58a,683d8d05c709d34c0311e480,683d8d05c709d34c0311e4b2,Licensed Metal Bike,Cito valde degenero voco nemo totus beatae. Aut creta conventus. Admitto coruscus vulgus.,Bebida,58.60088753149736,https://loremflickr.com/2890/1651/food?lock=3271137525689967,labore,demoror,cras,teres,,,,,820,19,28,44,,,false,false,90.95072269300175,2025-10-22T20:16:50.028Z,true,41,2.846247100071625,18,2025-03-24T11:44:26.046Z,2025-05-30T17:31:56.872Z,,,
683d8d05c709d34c0311e58c,683d8d05c709d34c0311e480,683d8d05c709d34c0311e4b2,Sleek Bronze Ball,Argentum curso auctus cinis rerum. Coadunatio voluptas paulatim sulum est corporis solum clam. Capto statua defleo sublime sustineo caste vix tabula depromo quo.,Entrada,89.27661602931485,https://loremflickr.com/2767/1919/food?lock=5034465998713942,alias,charisma,amicitia,explicabo,auctor,voveo,beneficium,astrum,916,66,39,11,sem glúten,,false,false,60.04620032541245,2025-06-12T18:54:29.990Z,true,32,4.292683885256059,112,2023-06-20T12:35:46.755Z,2025-03-10T15:32:06.783Z,lactose,soja,
683d8d05c709d34c0311e58d,683d8d05c709d34c0311e480,683d8d05c709d34c0311e4b2,Unbranded Marble Chair,Traho maxime utique audio agnitio curia acsi. Xiphias amplus vitae appositus sum. Dedico adinventitias tres corporis depromo provident communis bonus.,Bebida,113.996870410673,https://loremflickr.com/2062/2100/food?lock=2049557239891745,admitto,tener,acervus,delinquo,conicio,victus,atrox,adipiscor,1105,78,105,39,vegano,sem glúten,false,false,80.6106139815321,2025-10-21T00:51:38.059Z,true,38,3.5025088656891827,207,2023-09-23T15:12:48.858Z,2025-05-22T14:58:01.518Z,soja,,
