_id,usuario_id,tipo,titulo,mensagem,dados.pedido_id,dados.restaurante_id,data_criacao,lida,data_leitura,acao.tipo,acao.parametros.pedido_id,plataforma[0],enviada,prioridade
683d8d07c709d34c0311f003,683d8d05c709d34c0311e38f,promocao,Accusantium censura tactus suffragium.,Culpa eaque inventore vaco.,683d8d06c709d34c0311e843,683d8d05c709d34c0311e47c,2025-03-04T11:34:24.108Z,false,,abrir_pedido,683d8d06c709d34c0311e843,app_mobile,true,baixa
683d8d07c709d34c0311f009,683d8d05c709d34c0311e3cb,status_pedido,Conscendo agnosco concido bellicus.,Sum communis terror tunc cerno incidunt.,683d8d06c709d34c0311e845,683d8d05c709d34c0311e488,2025-01-28T14:48:51.908Z,false,,abrir_pedido,683d8d06c709d34c0311e845,app_mobile,true,media
683d8d07c709d34c0311f00a,683d8d05c709d34c0311e3cb,avaliacao_lembrete,Virtus coaegresco sol voluptates.,Collum clibanus aer labore decet statua.,683d8d06c709d34c0311e845,683d8d05c709d34c0311e488,2024-12-03T22:59:05.544Z,false,,abrir_pedido,683d8d06c709d34c0311e845,app_mobile,true,baixa
683d8d07c709d34c0311f012,683d8d05c709d34c0311e371,promocao,Solum cilicium tersus tener.,Subnecto adsuesco tepidus ullus adimpleo aeneus accusantium deprimo suadeo.,683d8d06c709d34c0311e848,683d8d05c709d34c0311e479,2025-05-08T11:00:32.571Z,false,,abrir_pedido,683d8d06c709d34c0311e848,app_mobile,true,alta
683d8d07c709d34c0311f01a,683d8d05c709d34c0311e314,promocao,Celer conor est tener.,Tabgo culpa cumque angulus abbas.,683d8d06c709d34c0311e84a,683d8d05c709d34c0311e489,2025-04-14T23:00:45.672Z,false,,abrir_pedido,683d8d06c709d34c0311e84a,app_mobile,true,baixa
683d8d07c709d34c0311f01c,683d8d05c709d34c0311e45f,status_pedido,Candidus congregatio solum calamitas.,Adinventitias modi defero victoria optio laudantium fugiat cupressus.,683d8d06c709d34c0311e84b,683d8d05c709d34c0311e493,2024-11-09T07:45:13.347Z,false,,abrir_pedido,683d8d06c709d34c0311e84b,app_mobile,true,media
683d8d07c709d34c0311f025,683d8d05c709d34c0311e33f,avaliacao_lembrete,Cetera cedo curso quam.,Demoror adipiscor tenus sint.,683d8d06c709d34c0311e84e,683d8d05c709d34c0311e480,2025-05-09T12:31:54.578Z,false,,abrir_pedido,683d8d06c709d34c0311e84e,app_mobile,true,alta
683d8d07c709d34c0311f028,683d8d05c709d34c0311e3dd,status_pedido,Strenuus deorsum creator occaecati.,Conduco cervus damnatio temperantia blandior subiungo toties.,683d8d06c709d34c0311e84f,683d8d05c709d34c0311e484,2025-02-10T06:29:27.525Z,true,,abrir_pedido,683d8d06c709d34c0311e84f,app_mobile,true,baixa
683d8d07c709d34c0311f02a,683d8d05c709d34c0311e461,status_pedido,Suscipit votum ater corporis.,Tero calculus cauda aliqua pel cupiditas terreo.,683d8d06c709d34c0311e850,683d8d05c709d34c0311e488,2024-12-13T12:56:24.386Z,false,,abrir_pedido,683d8d06c709d34c0311e850,app_mobile,true,media
683d8d07c709d34c0311f02b,683d8d05c709d34c0311e461,avaliacao_lembrete,Vindico surculus qui ars.,Depereo vapulus cura dolores eius tubineus tricesimus caterva sto.,683d8d06c709d34c0311e850,683d8d05c709d34c0311e488,2024-10-18T15:58:04.359Z,true,,abrir_pedido,683d8d06c709d34c0311e850,app_mobile,true,baixa
683d8d07c709d34c0311f034,683d8d05c709d34c0311e3e8,avaliacao_lembrete,Non capitulus decens adficio.,Coniuratio verbum arca aliqua.,683d8d06c709d34c0311e853,683d8d05c709d34c0311e479,2025-01-01T05:03:00.036Z,false,,abrir_pedido,683d8d06c709d34c0311e853,app_mobile,true,baixa
683d8d07c709d34c0311f038,683d8d05c709d34c0311e330,status_pedido,Atrocitas traho cuppedia cognomen.,Congregatio damno verecundia auditor.,683d8d06c709d34c0311e854,683d8d05c709d34c0311e49f,2025-04-14T08:10:51.581Z,false,,abrir_pedido,683d8d06c709d34c0311e854,app_mobile,true,media
683d8d07c709d34c0311f039,683d8d05c709d34c0311e2c5,status_pedido,Teneo ascit tamquam conatus.,Consectetur deleniti abduco adimpleo.,683d8d06c709d34c0311e855,683d8d05c709d34c0311e4a5,2025-05-13T23:14:38.686Z,false,,abrir_pedido,683d8d06c709d34c0311e855,app_mobile,true,alta
683d8d07c709d34c0311f03a,683d8d05c709d34c0311e2c5,avaliacao_lembrete,Urbs hic pecus solium.,Adamo versus ventus confido.,683d8d06c709d34c0311e855,683d8d05c709d34c0311e4a5,2025-04-03T21:37:01.334Z,false,,abrir_pedido,683d8d06c709d34c0311e855,app_mobile,true,baixa
683d8d07c709d34c0311f042,683d8d05c709d34c0311e34f,avaliacao_lembrete,Quibusdam curvo attero aetas.,Aestivus explicabo crustulum vallum abundans villa alter animadverto.,683d8d06c709d34c0311e858,683d8d05c709d34c0311e49b,2024-11-04T16:07:16.277Z,true,,abrir_pedido,683d8d06c709d34c0311e858,app_mobile,true,alta
683d8d07c709d34c0311f043,683d8d05c709d34c0311e34f,avaliacao_lembrete,Subvenio vinco ventus consequatur.,Delego vulgaris cupio consequuntur cunae audacia apostolus.,683d8d06c709d34c0311e858,683d8d05c709d34c0311e49b,2025-03-28T14:10:50.886Z,false,,abrir_pedido,683d8d06c709d34c0311e858,app_mobile,true,baixa
683d8d07c709d34c0311f046,683d8d05c709d34c0311e2c3,status_pedido,Crapula sperno laborum deputo.,Distinctio tamen ullus summisse barba stips tergiversatio defleo clarus termes.,683d8d06c709d34c0311e859,683d8d05c709d34c0311e486,2025-01-27T00:31:05.636Z,false,,abrir_pedido,683d8d06c709d34c0311e859,app_mobile,true,media
683d8d07c709d34c0311f048,683d8d05c709d34c0311e363,status_pedido,Abduco sit porro sunt.,Adhaero soleo cuppedia talus ater animadverto ustulo decens.,683d8d06c709d34c0311e85a,683d8d05c709d34c0311e491,2025-02-22T19:01:27.092Z,false,,abrir_pedido,683d8d06c709d34c0311e85a,app_mobile,true,alta
683d8d07c709d34c0311f049,683d8d05c709d34c0311e363,promocao,Sordeo statua cresco comminor.,Commodo delinquo vae convoco trucido inflammatio unde.,683d8d06c709d34c0311e85a,683d8d05c709d34c0311e491,2025-04-24T22:14:56.525Z,false,,abrir_pedido,683d8d06c709d34c0311e85a,app_mobile,true,media
683d8d07c709d34c0311f04b,683d8d05c709d34c0311e284,promocao,Tactus recusandae aggredior textor.,Assentator validus sum speculum videlicet terra aperio.,683d8d06c709d34c0311e85b,683d8d05c709d34c0311e49b,2024-09-14T08:35:55.137Z,true,,abrir_pedido,683d8d06c709d34c0311e85b,app_mobile,true,baixa
683d8d07c709d34c0311f04f,683d8d05c709d34c0311e368,avaliacao_lembrete,Aurum aeternus labore adversus.,Astrum adeptio adimpleo cibus vilis patria thesis voluptates tremo.,683d8d06c709d34c0311e85c,683d8d05c709d34c0311e47e,2025-05-09T09:42:08.637Z,false,,abrir_pedido,683d8d06c709d34c0311e85c,app_mobile,true,media
683d8d07c709d34c0311f051,683d8d05c709d34c0311e3aa,avaliacao_lembrete,Animi tunc nostrum arcus.,Colligo sustineo bellum curto.,683d8d06c709d34c0311e85d,683d8d05c709d34c0311e48e,2024-10-09T19:13:10.191Z,false,,abrir_pedido,683d8d06c709d34c0311e85d,app_mobile,true,alta
683d8d07c709d34c0311f052,683d8d05c709d34c0311e3aa,avaliacao_lembrete,Una auctor calamitas uter.,Tabula tripudio tabula voro stips apostolus.,683d8d06c709d34c0311e85d,683d8d05c709d34c0311e48e,2025-05-16T20:49:55.565Z,false,,abrir_pedido,683d8d06c709d34c0311e85d,app_mobile,true,alta
683d8d07c709d34c0311f055,683d8d05c709d34c0311e418,status_pedido,Vigilo cibo clarus depulso.,Clarus usus ciminatio civitas creta.,683d8d06c709d34c0311e85e,683d8d05c709d34c0311e47b,2025-03-03T06:07:16.449Z,true,,abrir_pedido,683d8d06c709d34c0311e85e,app_mobile,true,media
683d8d07c709d34c0311f057,683d8d05c709d34c0311e348,promocao,Confido vulgaris adhaero verus.,Illo distinctio corroboro spiculum depono vetus credo.,683d8d06c709d34c0311e85f,683d8d05c709d34c0311e496,2024-10-02T14:36:39.010Z,false,,abrir_pedido,683d8d06c709d34c0311e85f,app_mobile,true,alta
683d8d07c709d34c0311f058,683d8d05c709d34c0311e348,status_pedido,Cernuus adicio velit sodalitas.,Suppono conspergo auditor dolores aeternus beatus comprehendo admoveo.,683d8d06c709d34c0311e85f,683d8d05c709d34c0311e496,2024-10-06T03:16:43.882Z,false,,abrir_pedido,683d8d06c709d34c0311e85f,app_mobile,true,media
683d8d07c709d34c0311f05a,683d8d05c709d34c0311e29e,status_pedido,Aptus usitas quidem pel.,Pectus tubineus ipsam barba debitis curatio.,683d8d06c709d34c0311e860,683d8d05c709d34c0311e49d,2025-05-31T02:12:48.385Z,true,,abrir_pedido,683d8d06c709d34c0311e860,app_mobile,true,alta
683d8d07c709d34c0311f06a,683d8d05c709d34c0311e3c3,promocao,Vetus civis adipiscor temperantia.,Rerum succedo super contra.,683d8d06c709d34c0311e865,683d8d05c709d34c0311e47d,2025-05-06T09:25:14.600Z,false,,abrir_pedido,683d8d06c709d34c0311e865,app_mobile,true,alta
683d8d07c709d34c0311f06b,683d8d05c709d34c0311e3c3,avaliacao_lembrete,Conventus carbo viduo sunt.,Temeritas necessitatibus vivo somnus inflammatio culpa vacuus.,683d8d06c709d34c0311e865,683d8d05c709d34c0311e47d,2025-02-11T11:55:46.455Z,false,,abrir_pedido,683d8d06c709d34c0311e865,app_mobile,true,media
683d8d07c709d34c0311f06c,683d8d05c709d34c0311e44e,promocao,Admoveo arceo bellicus torqueo.,Demergo voluptates ulterius thymbra cum supplanto.,683d8d06c709d34c0311e866,683d8d05c709d34c0311e484,2025-05-30T21:21:32.962Z,false,,abrir_pedido,683d8d06c709d34c0311e866,app_mobile,true,media
683d8d07c709d34c0311f06d,683d8d05c709d34c0311e44e,promocao,Laborum turbo aurum contabesco.,Blandior adficio tremo strenuus illum.,683d8d06c709d34c0311e866,683d8d05c709d34c0311e484,2025-05-06T05:30:52.731Z,true,,abrir_pedido,683d8d06c709d34c0311e866,app_mobile,true,media
683d8d07c709d34c0311f06f,683d8d05c709d34c0311e3a9,promocao,Delego alioqui talio tot.,Thorax quam adhaero similique una fugit tum circumvenio.,683d8d06c709d34c0311e867,683d8d05c709d34c0311e490,2025-04-08T20:11:11.521Z,false,,abrir_pedido,683d8d06c709d34c0311e867,app_mobile,true,media
683d8d07c709d34c0311f071,683d8d05c709d34c0311e3a9,status_pedido,Totam tutis statim sulum.,Summopere adfero teneo appello.,683d8d06c709d34c0311e867,683d8d05c709d34c0311e490,2025-05-19T22:27:17.958Z,false,,abrir_pedido,683d8d06c709d34c0311e867,app_mobile,true,baixa
683d8d07c709d34c0311f073,683d8d05c709d34c0311e326,avaliacao_lembrete,Comes damno inflammatio tero.,Corrigo validus cras acies conspergo.,683d8d06c709d34c0311e868,683d8d05c709d34c0311e492,2025-01-07T04:04:38.928Z,false,,abrir_pedido,683d8d06c709d34c0311e868,app_mobile,true,media
683d8d07c709d34c0311f078,683d8d05c709d34c0311e3a0,promocao,Benigne tremo vociferor subiungo.,Tribuo statua maxime vulnus vinculum charisma admoneo ventus cribro.,683d8d06c709d34c0311e86a,683d8d05c709d34c0311e4a8,2025-05-14T10:44:04.485Z,false,,abrir_pedido,683d8d06c709d34c0311e86a,app_mobile,true,baixa
683d8d07c709d34c0311f07f,683d8d05c709d34c0311e350,avaliacao_lembrete,Summa dolore ocer exercitationem.,Super amo demoror ustilo libero sublime trepide fuga dedecor ea.,683d8d06c709d34c0311e86c,683d8d05c709d34c0311e47b,2025-05-10T17:46:57.154Z,false,,abrir_pedido,683d8d06c709d34c0311e86c,app_mobile,true,media
683d8d07c709d34c0311f083,683d8d05c709d34c0311e342,promocao,Via peccatus subvenio copiose.,Victoria arbitro attonbitus alias ago tenetur congregatio.,683d8d06c709d34c0311e86d,683d8d05c709d34c0311e49c,2025-01-04T23:32:04.878Z,true,,abrir_pedido,683d8d06c709d34c0311e86d,app_mobile,true,media
683d8d07c709d34c0311f092,683d8d05c709d34c0311e367,status_pedido,Incidunt voluptate veritatis tam.,Alias rem alter timidus statim exercitationem demergo itaque teres.,683d8d06c709d34c0311e872,683d8d05c709d34c0311e47b,2025-03-30T06:14:25.570Z,false,,abrir_pedido,683d8d06c709d34c0311e872,app_mobile,true,media
683d8d07c709d34c0311f093,683d8d05c709d34c0311e2e9,avaliacao_lembrete,Terror taceo acies animadverto.,Eligendi decimus itaque cohors quos celebrer textus celo voluptate.,683d8d06c709d34c0311e873,683d8d05c709d34c0311e47a,2025-06-01T08:06:25.858Z,true,,abrir_pedido,683d8d06c709d34c0311e873,app_mobile,true,baixa
683d8d07c709d34c0311f09c,683d8d05c709d34c0311e34e,avaliacao_lembrete,Tutamen sequi sed decerno.,Impedit votum hic approbo harum stultus cado tumultus angulus.,683d8d06c709d34c0311e876,683d8d05c709d34c0311e480,2024-12-31T12:11:11.335Z,false,,abrir_pedido,683d8d06c709d34c0311e876,app_mobile,true,baixa
683d8d07c709d34c0311f0a4,683d8d05c709d34c0311e302,status_pedido,Voco amaritudo cicuta advenio.,Veritas voluptatibus demoror ago tamquam bibo.,683d8d06c709d34c0311e878,683d8d05c709d34c0311e499,2025-05-18T20:22:19.940Z,true,,abrir_pedido,683d8d06c709d34c0311e878,app_mobile,true,baixa
683d8d07c709d34c0311f0a5,683d8d05c709d34c0311e315,avaliacao_lembrete,Civis nesciunt praesentium desipio.,Crur amplitudo necessitatibus.,683d8d06c709d34c0311e879,683d8d05c709d34c0311e4a8,2025-05-05T10:08:59.390Z,false,,abrir_pedido,683d8d06c709d34c0311e879,app_mobile,true,media
683d8d07c709d34c0311f0a6,683d8d05c709d34c0311e315,status_pedido,Supellex arto tempus correptius.,Aestus curiositas dedecor pecco tempora defessus velociter cras bis bellum.,683d8d06c709d34c0311e879,683d8d05c709d34c0311e4a8,2025-03-19T11:49:26.411Z,false,,abrir_pedido,683d8d06c709d34c0311e879,app_mobile,true,media
683d8d07c709d34c0311f0a9,683d8d05c709d34c0311e2fc,promocao,Circumvenio casso sto conicio.,Turbo fugiat adipiscor tristis socius conventus molestiae aveho congregatio.,683d8d06c709d34c0311e87a,683d8d05c709d34c0311e48e,2025-05-28T15:18:28.682Z,false,,abrir_pedido,683d8d06c709d34c0311e87a,app_mobile,true,media
683d8d07c709d34c0311f0ac,683d8d05c709d34c0311e3e8,promocao,Crinis voro inventore umerus.,Desipio cilicium dedico complectus aliquam cerno super bestia eligendi.,683d8d06c709d34c0311e87b,683d8d05c709d34c0311e47d,2025-01-30T05:12:47.641Z,false,,abrir_pedido,683d8d06c709d34c0311e87b,app_mobile,true,baixa
683d8d07c709d34c0311efcc,683d8d05c709d34c0311e2fe,status_pedido,Enim texo urbs utpote.,Deficio vado aliquam.,683d8d06c709d34c0311e830,683d8d05c709d34c0311e493,2024-11-16T15:02:49.552Z,false,,abrir_pedido,683d8d06c709d34c0311e830,app_mobile,true,baixa
683d8d07c709d34c0311efcd,683d8d05c709d34c0311e359,promocao,Capio absum acceptus accommodo.,Blanditiis ars teneo vetus delinquo unus volva vaco.,683d8d06c709d34c0311e831,683d8d05c709d34c0311e47c,2025-04-11T03:36:29.607Z,true,,abrir_pedido,683d8d06c709d34c0311e831,app_mobile,true,baixa
683d8d07c709d34c0311efd1,683d8d05c709d34c0311e448,promocao,Ascit pecus vitiosus callide.,Celo cena succedo quam vapulus.,683d8d06c709d34c0311e832,683d8d05c709d34c0311e4a2,2024-12-10T13:51:15.510Z,true,,abrir_pedido,683d8d06c709d34c0311e832,app_mobile,true,media
683d8d07c709d34c0311efd4,683d8d05c709d34c0311e3b8,status_pedido,Vitium in tametsi arma.,Vilis truculenter campana caput caries comedo.,683d8d06c709d34c0311e833,683d8d05c709d34c0311e482,2025-05-19T23:07:12.177Z,false,,abrir_pedido,683d8d06c709d34c0311e833,app_mobile,true,alta
683d8d07c709d34c0311efda,683d8d05c709d34c0311e428,promocao,Atrocitas ipsa culpo tabernus.,Illo aeternus aranea sunt carmen.,683d8d06c709d34c0311e835,683d8d05c709d34c0311e4a8,2025-03-31T18:21:58.826Z,false,,abrir_pedido,683d8d06c709d34c0311e835,app_mobile,true,alta
683d8d07c709d34c0311efdc,683d8d05c709d34c0311e2fb,promocao,Ducimus arcus complectus truculenter.,Ulterius absconditus vitiosus auctus cometes.,683d8d06c709d34c0311e836,683d8d05c709d34c0311e478,2025-04-07T12:02:26.996Z,false,,abrir_pedido,683d8d06c709d34c0311e836,app_mobile,true,media
683d8d07c709d34c0311efde,683d8d05c709d34c0311e2fb,avaliacao_lembrete,Articulus suppono utrimque voluptates.,Absum error aiunt delego caelestis verto vinco exercitationem nihil vado.,683d8d06c709d34c0311e836,683d8d05c709d34c0311e478,2025-02-04T14:46:01.071Z,false,,abrir_pedido,683d8d06c709d34c0311e836,app_mobile,true,media
683d8d07c709d34c0311efe0,683d8d05c709d34c0311e42a,promocao,Demulceo dedecor vitiosus adhaero.,Vinculum trado decimus adversus cavus amplexus ter totus nemo spiritus.,683d8d06c709d34c0311e837,683d8d05c709d34c0311e47f,2024-09-12T15:05:46.720Z,false,,abrir_pedido,683d8d06c709d34c0311e837,app_mobile,true,media
683d8d07c709d34c0311efe7,683d8d05c709d34c0311e415,avaliacao_lembrete,Vinculum vehemens patria causa.,Tepesco suspendo turba considero volup careo adeo autem expedita spiculum.,683d8d06c709d34c0311e839,683d8d05c709d34c0311e49c,2025-04-02T17:05:28.615Z,false,,abrir_pedido,683d8d06c709d34c0311e839,app_mobile,true,alta
683d8d07c709d34c0311efee,683d8d05c709d34c0311e3b3,status_pedido,Pel apud combibo quo.,Administratio claustrum tergo torqueo.,683d8d06c709d34c0311e83c,683d8d05c709d34c0311e483,2025-05-04T12:21:48.320Z,false,,abrir_pedido,683d8d06c709d34c0311e83c,app_mobile,true,baixa
683d8d07c709d34c0311eff1,683d8d05c709d34c0311e343,status_pedido,Suppono provident laudantium tam.,Amor animi degusto tenus aetas.,683d8d06c709d34c0311e83d,683d8d05c709d34c0311e48d,2024-12-15T08:56:11.013Z,false,,abrir_pedido,683d8d06c709d34c0311e83d,app_mobile,true,media
683d8d07c709d34c0311eff3,683d8d05c709d34c0311e343,status_pedido,Aestas ustulo debitis ullus.,Vestrum cernuus qui voluptates iure architecto curvo volutabrum quidem patria.,683d8d06c709d34c0311e83d,683d8d05c709d34c0311e48d,2024-11-16T00:18:59.705Z,false,,abrir_pedido,683d8d06c709d34c0311e83d,app_mobile,true,baixa
683d8d07c709d34c0311eff7,683d8d05c709d34c0311e311,avaliacao_lembrete,Similique magnam aranea ullus.,Appositus calculus averto crebro comburo ullus optio celo.,683d8d06c709d34c0311e83f,683d8d05c709d34c0311e493,2025-03-24T12:40:13.981Z,false,,abrir_pedido,683d8d06c709d34c0311e83f,app_mobile,true,media
683d8d07c709d34c0311effe,683d8d05c709d34c0311e3ac,promocao,Tum talis vigilo neque.,Tredecim vestigium vix voluptate asporto demoror velum tribuo.,683d8d06c709d34c0311e841,683d8d05c709d34c0311e48f,2025-03-29T08:41:23.238Z,false,,abrir_pedido,683d8d06c709d34c0311e841,app_mobile,true,media
683d8d07c709d34c0311f00c,683d8d05c709d34c0311e44a,status_pedido,Thema votum suffoco comprehendo.,Compello cum adinventitias angelus viduo adipisci conventus distinctio.,683d8d06c709d34c0311e846,683d8d05c709d34c0311e480,2025-05-11T08:59:25.793Z,false,,abrir_pedido,683d8d06c709d34c0311e846,app_mobile,true,media
683d8d07c709d34c0311f014,683d8d05c709d34c0311e371,promocao,Arcus sui alius quia.,Turba aequus tamdiu quaerat.,683d8d06c709d34c0311e848,683d8d05c709d34c0311e479,2025-04-22T00:50:10.275Z,true,,abrir_pedido,683d8d06c709d34c0311e848,app_mobile,true,alta
683d8d07c709d34c0311f015,683d8d05c709d34c0311e461,status_pedido,Conturbo defendo cuius voco.,Tumultus appositus ea amet.,683d8d06c709d34c0311e849,683d8d05c709d34c0311e47f,2024-12-26T07:36:06.291Z,true,,abrir_pedido,683d8d06c709d34c0311e849,app_mobile,true,media
683d8d07c709d34c0311f016,683d8d05c709d34c0311e461,status_pedido,Tenetur ustulo certus adulatio.,Cattus tero agnitio.,683d8d06c709d34c0311e849,683d8d05c709d34c0311e47f,2025-02-14T17:30:15.517Z,false,,abrir_pedido,683d8d06c709d34c0311e849,app_mobile,true,alta
683d8d07c709d34c0311f01f,683d8d05c709d34c0311e451,avaliacao_lembrete,Civitas usus truculenter defluo.,Virgo celo deprimo defendo velociter aestus calco deripio textus.,683d8d06c709d34c0311e84c,683d8d05c709d34c0311e482,2024-11-18T11:12:20.192Z,true,,abrir_pedido,683d8d06c709d34c0311e84c,app_mobile,true,alta
683d8d07c709d34c0311f023,683d8d05c709d34c0311e431,avaliacao_lembrete,Cura cotidie auctor usitas.,Depromo aliquam utroque.,683d8d06c709d34c0311e84d,683d8d05c709d34c0311e4a4,2025-05-23T19:01:46.569Z,true,,abrir_pedido,683d8d06c709d34c0311e84d,app_mobile,true,media
683d8d07c709d34c0311f024,683d8d05c709d34c0311e33f,status_pedido,Blanditiis usus debeo volup.,Ustulo tepesco damnatio celer thermae advoco deleniti consuasor.,683d8d06c709d34c0311e84e,683d8d05c709d34c0311e480,2025-05-13T21:30:45.315Z,false,,abrir_pedido,683d8d06c709d34c0311e84e,app_mobile,true,media
